hwWlanStaMac;hwWlanStaUsername;hwWlanStaApMac;hwWlanStaApName;hwWlanStaApGroup;hwWlanStaRadioId;hwWlanStaAssocBand;hwWlanStaSupportBand;hwWlanStaAccessChannel;hwWlanStaRfMode;hwWlanStaHtMode;hwWlanStaMcsVal;hwWlanStaShortGIStatus;hwWlanStaConnectRxRate;hwWlanStaConnectTxRate;hwWlanStaEssName;hwWlanStaBSSID;hwWlanStaSsid;hwWlanStaStatus;hwWlanStaAuthenMethod;hwWlanStaEncryptMethod;hwWlanStaQosMode;hwWlanStaRoamStatus;hwWlanStaVlan;hwWlanStaIP;hwWlanStaIPv6;hwWlanStaGateway;hwWlanStaAssocTime;hwWlanStaAccessTime;hwWlanStaOnlineTime;hwWlanStaAccessOnlineTime;hwWlanStaStatOperMode;hwWlanStaWirelessStatRxFrames;hwWlanStaWirelessRxBytes;hwWlanStaWirelessRxRate;hwWlanStaWirelessStatTxFrames;hwWlanStaWirelessTxBytes;hwWlanStaWirelessTxRate;hwWlanStaPeriodSendDropFrames;hwWlanStaPeriodReSendFrames;hwWlanStaPeriodReSendBytes;hwWlanStaRssi;hwWlanStaNoise;hwWlanStaSnrUs;hwWlanStaRxPowerUs;hwWlanStaChannelUtilRate;hwWlanStaChannelBusyRate;hwWlanStaChannelTxRatio;hwWlanStaChannelRxRatio;hwWlanStaChannelFreeRate;hwWlanStaChannelInterfRate;hwWlanStaPeriodSendFrames;hwWlanStaApId;hwWlanStationUapsdCapacity;hwWlanStationPowerSavePercent;hwWlanStaAssocStartTime;hwWlanStaAssocSuccessTime;hwWlanStaAuthStartTime;hwWlanStaAuthSuccessTime;hwWlanStaDhcpStartTime;hwWlanStaDhcpSuccessTime;hwWlanStaVHTCapable;hwWlanStaVHTTxBFCapable;hwWlanStaMUMIMOCapable;hwWlanStaWpaStartTime;hwWlanStaWpaSuccessTime;hwWlanStaWirelessPacketDelay;hwWlanStaAccessSuccessRate;hwWlanStaTotalAccessTime;hwWlanStaDelayStatus;hwWlanStaAssocDuration;hwWlanStaWpaDuration;hwWlanStaAuthDuration;hwWlanStaDhcpDuration;hwWlanStationDevType;hwWlanStaNaviACID;hwWlanStaWirelessStatRxIPv6Frames;hwWlanStaWirelessRxIPv6Bytes;hwWlanStaWirelessStatTxIPv6Frames;hwWlanStaWirelessTxIPv6Bytes;hwWlanStaGatewayIPv6;hwWlanStaCategoryName;hwWlanStaVendorName;hwWlanStaModelName;hwWlanStaOS;Index Value
50-91-E3-75-;;84-46-FE-A3-F0-40;KTIRIO_H_R1-AP_0.8;EDUROAM;0;1;1;6;;ht20;9;support;78;72;eduroam;84-46-FE-A3-F0-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;20;1062042;FE80::2A54:4058:41F8:A19F?2001:648:2D00:3020:8DCB:A71B:DD9A:14EF;106201;1708081266;1708081266;4269;4269;;36051;5073348;5880;162540;205525025;363568;0;489;0;-56;0;3900;-5600;10;10;4;3;90;3;6430;50;0;0;1708088465;1708088465;1708088465;1708088466;1708088466;1708088466;support;support;nonsupport;1708088466;1708088466;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.01E+16
50-91-E3-8A-;;E0-00-84-BF-3D-60;KTIRIO_TH_R0-AP_1.6;EDUROAM;1;2;3;60;;ht40;9;support;121;120;eduroam;E0-00-84-BF-3D-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062480;FE80::41FB:C7C2:E2FF:4909?2001:648:2D00:3022:2547:9B3F:C658:93F;106241;1708081276;1708081278;4260;4257;;4316;888273;1480;5735;4193471;3520;7;11;0;-72;0;2300;-7200;0;0;0;0;100;0;164;84;0;25;1708088527;1708088527;1708088527;1708088527;1708088527;1708089429;support;support;support;1708088527;1708088527;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.01E+15
50-98-39-26-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;0;1;3;1;;ht20;9;support;6;6;eduroam;E0-00-84-38-27-00;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062244;FE80::7D7C:FC4F:6504:B354?2001:648:2D00:3021:CCC9:98A1:7D4B:A8A4?2001:648:2D00:3021:2CDF:F957:C75B:DFF5;106221;1708083580;1708083580;1956;1955;;10707;2508902;5936;45835;53450980;1096;32;0;0;-85;0;1000;-8500;29;29;5;3;71;21;69;5;0;0;1708092499;1708092499;1708092499;1708092499;1708092500;1708092501;support;nonsupport;nonsupport;1708092499;1708092500;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.02E+14
50-DA-D6-B8-;;68-4A-AE-AB-B9-E0;R0 GRAFEIA-AP04;EDUROAM;1;2;3;36;;ht40;9;support;6;200;eduroam;68-4A-AE-AB-B9-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062640;FE80::6621:B1C4:D3A7:DA68?2001:648:2D00:3023:C9EB:A56F:7AAE:3E90;106261;1708081264;1708081265;4273;4271;;5167;1421991;480;14668;14955588;480;0;0;0;-63;0;3200;-6300;0;0;0;0;100;0;73;172;0;95;1708090733;1708090733;1708090733;1708090733;1708090735;1708090735;support;support;support;1708090733;1708090733;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.02E+14
52-21-8C-C3-;;68-4A-AE-AB-A7-40;KTIRIO_I_R1-AP_2.3;EDUROAM;1;2;3;36;;ht40;9;support;108;135;eduroam;68-4A-AE-AB-A7-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062812;FE80::5021:8CFF:FEC3:D65A?2001:648:2D00:3024:5021:8CFF:FEC3:D65A?2001:648:2D00:3024:25C5:228F:A168:B7A2?2001:648:2D00:3024:D57B:CD0F:9E0E:5607;106281;1708085267;1708085349;270;188;;461;126875;0;400;147603;0;0;8;0;-79;0;1600;-7900;2;2;0;0;98;2;400;166;0;0;1708092506;1708092506;1708092506;0;1708092507;0;support;support;support;1708092506;1708092506;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.23E+14
52-2D-37-AA-;;84-46-FE-A3-E5-C0;KTIRIO_H_R1-AP_2.7;EDUROAM;1;2;3;132;;ht40;9;support;21;120;eduroam;84-46-FE-A3-E5-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062630;FE80::8A0:E530:11F5:D806?2001:648:2D00:3023:E1E0:4B88:9B4A:2659;106261;1708084894;1708084894;644;642;;440;71113;1232;447;257979;2912;0;0;0;-83;0;1200;-8300;0;0;0;0;100;0;73;67;0;0;1708092538;1708092538;1708092538;1708092538;1708092626;0;support;support;nonsupport;1708092538;1708092538;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.25E+12
52-30-23-06-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;135;180;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062429;FE80::5030:23FF:FE06:AF1?2001:648:2D00:3022:5030:23FF:FE06:AF1?2001:648:2D00:3022:5CBB:53BE:C6A5:D856;106241;1708085240;1708085240;298;297;;1598;450644;12096;1541;858992;26376;0;5;0;-67;0;2800;-6700;2;2;1;0;98;1;167;4;0;0;1708092536;1708092536;1708092536;1708092536;0;0;support;support;support;1708092536;1708092536;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.25E+11
52-37-56-97-;;84-46-FE-A3-E2-A0;KTIRIO_Z_R0-AP_2.1;EDUROAM;1;2;3;60;;ht40;9;support;200;200;eduroam;84-46-FE-A3-E2-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;106207;FE80::18DD:9408:C399:69D9?2001:648:2D00:3020:E179:6A39:3188:8525?2001:648:2D00:3020:14E8:CF75:8743:4718?2001:648:2D00:3020:F032:3DB9:5510:19AE;106201;1708081282;1708081285;4257;4253;;99211;21306595;86320;422200;548350793;3583952;0;3592;0;-63;0;3200;-6300;0;0;0;0;100;0;63962;115;0;65;1708089131;1708089131;1708089131;1708089131;1708090009;1708090009;support;support;nonsupport;1708089131;1708089131;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.26E+12
52-38-33-28-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;invalid;0;support;65535;65535;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;null;no;23;1062668;FE80::CC3:D3B7:7A06:C387;106261;1708085536;1708085536;3;3;;0;0;0;0;0;0;4294967295;4294967295;0;-60;0;0;-6000;4;4;2;1;96;1;0;3;0;0;0;0;0;0;0;0;support;support;nonsupport;0;0;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;::;;;;;8.26E+12
56-72-C9-60-;;E0-00-84-38-1C-40;KTIRIO_Z_R0-AP_0.4;EDUROAM;1;2;3;52;;ht40;9;support;54;90;eduroam;E0-00-84-38-1C-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062055;FE80::5472:C9FF:FE60:5445?2001:648:2D00:3020:2864:5601:1A16:4CB5;106201;1708081237;1708081237;4303;4301;;20373;4496474;24424;119579;147568190;1174032;0;88;0;-80;0;1500;-8000;3;3;2;0;97;1;20979;100;0;24;1708092148;1708092148;1708092148;1708092148;0;0;support;support;nonsupport;1708092148;1708092148;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.61E+13
58-00-E3-8C-;;E0-00-84-38-27-A0;KTIRIO_Z_R0-AP_1.4;EDUROAM;1;2;3;36;;ht40;9;support;150;150;eduroam;E0-00-84-38-27-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062881;FE80::4B7A:D074:82C3:9D09?2001:648:2D00:3024:F1B0:8C93:9B1C:478A?2001:648:2D00:3024:A537:2279:62B6:6C21?2001:648:2D00:3024:D8D7:3E60:6414:3D7C;106281;1708081277;1708081277;4263;4263;;12034;8326046;57960;16578;15736443;2992;0;30;0;-71;0;2400;-7100;0;0;0;0;100;0;336;109;0;0;1708088783;1708088783;1708088783;1708088783;1708088783;1708088784;support;support;support;1708088783;1708088783;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.80E+13
58-96-1D-9D-;;B0-08-75-C7-70-A0;KTIRIO_Z_R0-AP_2.7;EDUROAM;1;2;3;100;;ht40;9;support;150;200;eduroam;B0-08-75-C7-70-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;1062490;FE80::BB92:800C:1C5E:2094?2001:648:2D00:3022:10C8:B43A:646A:187B?2001:648:2D00:3022:89B2:877C:C2C1:5BF3;106241;1708084723;1708084726;818;814;;11526;2012695;6960;56342;79293879;460856;0;1;0;-72;0;2300;-7200;0;0;0;0;100;0;7937;121;0;0;1708091923;1708091923;1708091923;1708091926;1708091926;1708091928;support;support;nonsupport;1708091926;1708091926;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;8.82E+14
5A-84-8C-97-;;B0-08-75-C7-6A-C0;KTIRIO_A_R0-AP_2.5;EDUROAM;0;1;1;11;;ht20;7;support;72;72;eduroam;B0-08-75-C7-6A-C0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062878;FE80::5884:8CFF:FE97:46AB?2001:648:2D00:3024:5884:8CFF:FE97:46AB?2001:648:2D00:3024:C01E:114F:1272:6CBC;106281;1708081226;1708081227;4315;4314;;119167;21076817;5064;566571;714954944;4856;0;0;0;-66;0;3500;-6600;10;10;2;0;90;8;88;28;0;74;1708091781;1708091781;1708091781;1708091781;1708092027;1708092028;nonsupport;nonsupport;nonsupport;1708091781;1708091781;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.01E+15
5C-51-81-32-;;B0-08-75-C7-6E-E0;KTIRIO_Z_R0-AP_0.1;EDUROAM;0;1;1;11;;ht20;7;support;72;58;eduroam;B0-08-75-C7-6E-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062639;FE80::5E51:81FF:FE32:BD25?2001:648:2D00:3023:5E51:81FF:FE32:BD25?2001:648:2D00:3023:68F6:9EF1:F752:4F75;106261;1708081254;1708081255;4288;4286;;6134;896754;256;12861;15334979;208;0;0;0;-67;0;2800;-6700;13;13;3;0;87;10;14;97;0;0;1708092656;1708092656;1708092656;1708092656;0;0;nonsupport;nonsupport;nonsupport;1708092656;1708092656;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.28E+13
5C-A6-E6-E9-;;B0-08-75-C7-6C-A0;KTIRIO_C_R0-AP_2.3;EDUROAM;0;1;1;11;;ht20;7;support;26;13;eduroam;B0-08-75-C7-6C-A0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;10622112;FE80::18F9:46D4:524:5358?2001:648:2D00:3021:42B2:E4A4:2700:68AC?2001:648:2D00:3021:19F0:7350:736E:B620;106221;1708084528;-1;1014;80085225;;20661;3585038;2992;30239;32555705;2632;0;11;0;-64;0;3100;-6400;17;17;3;0;83;14;316;41;0;0;1708091728;1708091728;1708091728;1708091728;1708091729;1708091731;nonsupport;nonsupport;nonsupport;1708091728;1708091728;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.22E+14
5E-3F-35-9A-;;84-46-FE-A3-E7-E0;KTIRIO_H_R1-AP_1.2;EDUROAM;1;2;3;116;;ht40;9;support;270;360;eduroam;84-46-FE-A3-E7-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;1062230;FE80::C90:1538:7C12:B10C?2001:648:2D00:3021:1459:7C30:FFC4:1BBA?2001:648:2D00:3021:7958:3A5F:6CCF:7E55;106221;1708083125;1708083125;2418;2416;;299;117496;0;259;166617;0;0;0;0;-71;0;2400;-7100;0;0;0;0;100;0;0;53;0;97;1708090324;1708090324;1708090324;1708090324;1708090324;1708090325;support;support;nonsupport;1708090324;1708090324;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.46E+13
5E-4C-CE-0E-;;B0-08-75-C7-71-40;KTIRIO_I_R1-AP_1.3;EDUROAM;0;1;3;1;;ht20;7;support;72;58;eduroam;B0-08-75-C7-71-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;1062254;FE80::3B:7390:99A3:F12D?2001:648:2D00:3021:14EB:E068:9C76:3711?2001:648:2D00:3021:2427:CF68:396B:789F;106221;1708081288;1708081290;4255;4252;;337;54132;80;236;115492;40;0;0;0;-64;0;3100;-6400;7;7;2;0;93;5;6;158;0;96;1708088487;1708088487;1708088487;1708088489;1708088491;1708088491;nonsupport;nonsupport;nonsupport;1708088489;1708088490;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.48E+13
5E-A8-14-B6-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;400;400;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062670;FE80::147B:6ED9:9BB2:18A8?2001:648:2D00:3023:1CFA:21F8:D915:983B?2001:648:2D00:3023:8FF:8C93:3F69:D21C;106261;1708084556;1708084556;988;986;;3468;895602;6072;7988;8554069;5176;0;4;0;-51;0;4400;-5100;2;2;1;0;98;1;300;4;0;83;1708091761;1708091761;1708091761;1708091762;1708091765;0;support;support;nonsupport;1708091762;1708091762;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.42E+14
5E-F1-47-AB-;;84-46-FE-A3-E5-C0;KTIRIO_H_R1-AP_2.7;EDUROAM;1;2;3;132;;ht40;9;support;40;120;eduroam;84-46-FE-A3-E5-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062433;FE80::5CF1:47FF:FEAB:68D8?2001:648:2D00:3022:5975:BFB1:BBC6:3984;106241;1708081322;1708081323;4222;4221;;33489;8853541;26224;130163;153085025;2104192;0;423;0;-75;0;2000;-7500;1;1;0;0;99;1;6195;67;0;0;1708092582;1708092582;1708092582;1708092582;0;0;support;support;support;1708092582;1708092582;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.42E+15
60-F6-77-0A-;;E0-00-84-38-27-20;KTIRIO_Z_R0-AP_1.3;EDUROAM;0;1;3;6;;ht20;7;support;57;39;eduroam;E0-00-84-38-27-20;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062280;FE80::2FFC:CBA9:96CB:575?2001:648:2D00:3021:1A8F:842C:F61:18AD?2001:648:2D00:3021:F85A:47B3:F15E:C8C6;106221;1708084222;1708084236;1323;1307;;7881;1915155;408;13405;13135434;512;0;0;0;-71;0;2400;-7100;15;15;2;0;85;13;39;108;0;2;1708091669;1708091669;1708091669;1708091669;1708091669;0;nonsupport;nonsupport;nonsupport;1708091669;1708091669;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.62E+13
62-31-06-89-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;ht40;9;support;6;162;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062661;FE80::1C69:FF51:F24A:427E?2001:648:2D00:3023:18A4:7A09:E7C:6428?2001:648:2D00:3023:E883:B33A:17C7:CBDE;106261;1708084249;1708084250;1296;1295;;1670;385823;152;1882;1314555;88;6;1;0;-87;0;800;-8700;2;2;1;1;98;0;6;3;0;0;1708091529;1708091529;1708091529;1708091529;1708091535;1708092529;support;support;nonsupport;1708091529;1708091529;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.85E+12
62-56-44-B6-;;B0-08-75-C7-6F-40;KTIRIO_TH_R0-AP_1.1;EDUROAM;1;2;3;44;;ht40;9;support;6;200;eduroam;B0-08-75-C7-6F-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062041;FE80::6056:44FF:FEB6:B24E?2001:648:2D00:3020:5130:BED6:79E5:911C;106201;1708084037;1708084058;1508;1487;;1100;286226;848;1077;750175;368;0;0;0;-66;0;2900;-6600;0;0;0;0;100;0;40;79;0;96;1708091257;1708091257;1708091257;1708091257;1708091258;1708091259;support;nonsupport;nonsupport;1708091257;1708091258;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;9.89E+13
64-5D-86-49-;;68-4A-AE-AB-A8-E0;KTIRIO_B_R1-AP_1.6;EDUROAM;1;2;3;132;;ht40;9;support;6;360;eduroam;68-4A-AE-AB-A8-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062467;FE80::864C:D4C:3923:530D?2001:648:2D00:3022:5910:49FB:4764:D8D2?2001:648:2D00:3022:FD8B:19FB:6B23:CBB0;106241;1708081233;1708081233;4313;4313;;2595;389271;104;2447;1099688;32;0;0;0;-72;0;2300;-7200;0;0;0;0;100;0;5;137;0;90;1708088498;1708088498;1708088498;1708088498;1708088498;1708089398;nonsupport;nonsupport;nonsupport;1708088498;1708088498;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.01E+13
64-A2-00-28-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;0;1;1;1;;ht20;9;support;39;57;eduroam;E0-00-84-38-25-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062844;FE80::CD84:4056:F692:24F8?2001:648:2D00:3024:269D:7A90:366B:9F20?2001:648:2D00:3024:B86C:7A98:4C18:3A51;106281;1708082719;1708082719;2827;2826;;7500;1911205;264;43290;51629552;192;0;1;0;-67;0;2800;-6700;23;23;3;0;77;20;23;4;0;94;1708092228;1708092228;1708092228;1708092228;0;0;support;nonsupport;nonsupport;1708092228;1708092228;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.00E+13
64-DD-E9-D4-;;68-4A-AE-AB-B9-E0;R0 GRAFEIA-AP04;EDUROAM;0;1;3;1;;ht20;9;support;72;57;eduroam;68-4A-AE-AB-B9-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062030;FE80::587F:EB7D:642E:3ED8?2001:648:2D00:3020:1EFE:5977:6EE:6F9C?2001:648:2D00:3020:9525:1D5:8AF3:E515;106201;1708085261;1708085261;286;284;;2790;916708;5768;15732;19011179;3144;2;6;0;-73;0;2200;-7300;11;11;3;0;89;8;240;172;0;0;1708092461;1708092461;1708092461;1708092461;1708092461;1708092462;support;nonsupport;nonsupport;1708092461;1708092461;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.00E+15
66-05-C5-B2-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;;ht40;9;support;130;360;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062852;FE80::4EC:BAC5:B238:293C?2001:648:2D00:3024:10D1:845A:9799:4C83?2001:648:2D00:3024:D539:E61C:83DD:315;106281;1708083253;1708083254;2294;2293;;15119;11672449;9808;28873;29009448;47432;0;4;0;-68;0;2700;-6800;2;2;1;1;98;0;1348;3;0;80;1708091066;1708091066;1708091066;1708091067;1708091180;1708091355;support;support;nonsupport;1708091067;1708091067;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.03E+14
66-27-4A-36-;;E0-00-84-38-27-E0;KTIRIO_Z_R0-AP_0.7;EDUROAM;1;2;3;36;;ht40;9;support;6;6;eduroam;E0-00-84-38-27-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062225;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;;;;0;0;0;0;;0;0;0;0;;-1;0;0;0;0;;;;;;1.02E+14
66-74-A9-57-;;B0-08-75-C7-73-E0;KTIRIO_A_R0-AP_0.8;EDUROAM;1;2;3;60;;ht20;9;support;6;96;eduroam;B0-08-75-C7-73-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062228;FE80::6474:A9FF:FE57:6BFF?2001:648:2D00:3021:2870:7DF4:EA3E:7AE6?2A02:1388:430E:A7A8::5E07:6CC0;106221;1708081218;1708081218;4331;4330;;4373;1143903;1256;7782;2953650;1120;0;0;0;-51;0;4400;-5100;1;1;0;0;99;1;145;14;0;;1708091987;1708091987;1708091987;1708091987;1708092020;1708092020;;;;;1708091987;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.02E+16
68-07-15-67-;;E0-00-84-38-26-E0;KTIRIO_Z_R0-AP_0.6;EDUROAM;1;2;3;100;;ht40;9;support;200;200;eduroam;E0-00-84-38-26-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062417;FE80::CA0C:77B7:F775:E4A3?2001:648:2D00:3022:39D6:15FE:6C7F:B0D1?2001:648:2D00:3022:817D:375A:BB62:4ADA?2001:648:2D00:3022:1168:F654:27BE:E7FC;106241;1708081259;1708081259;4290;4290;;33941;9885680;12712;65124;63066154;52032;0;0;0;-63;0;3200;-6300;1;1;0;0;99;1;1196;102;0;;1708091500;1708091500;1708091500;1708091500;1708091501;1708091501;;;;;1708091501;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.05E+13
6A-34-75-6A-;;84-46-FE-A3-E8-00;KTIRIO_Z_R0-AP_1.7;EDUROAM;1;2;3;44;;ht40;9;support;6;6;eduroam;84-46-FE-A3-E8-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062842;FE80::8CB:9154:AC9D:9803?2001:648:2D00:3024:8CFA:D67F:B738:59D8;106281;1708081599;1708081599;3951;3950;;42796;29643221;49304;143906;169369752;3560;2;0;0;-69;0;1600;-6900;0;0;0;0;100;0;13;112;0;;1708092742;1708092742;1708092742;1708092742;0;0;;;;;1708092742;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.07E+15
6A-C3-69-DF-;;B0-08-75-C7-6A-40;KTIRIO_A_R0-AP_2.7;EDUROAM;1;2;3;52;;ht40;9;support;180;240;eduroam;B0-08-75-C7-6A-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062648;FE80::1C3D:329E:6F44:B924?2001:648:2D00:3023:C12:DFF9:F950:3D10?2001:648:2D00:3023:ADB9:F4E5:D380:D37D;106261;1708081493;1708081493;4057;4057;;272;33816;0;144;38392;0;0;0;0;-71;0;2400;-7100;0;0;0;0;100;0;0;30;0;;1708088698;1708088698;1708088698;1708088698;1708088698;1708088701;;;;;1708088698;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.06E+14
6C-88-14-24-;;68-4A-AE-AB-A6-E0;KTIRIO_I_R1-AP_2.2;EDUROAM;0;1;3;11;;ht20;15;support;144;117;eduroam;68-4A-AE-AB-A6-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;1062419;FE80::DA4E:9AC1:AED8:EA57?2001:648:2D00:3022:962B:184D:C952:56CD?2001:648:2D00:3022:7876:EB83:3E09:70BD;106241;1708085145;1708085146;406;404;;10932;2827642;17000;27812;30528670;510512;0;9;0;-55;0;4000;-5500;11;11;2;0;89;9;9339;165;0;;1708092344;1708092344;1708092344;1708092345;1708092345;1708092348;;;;;1708092345;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.08E+13
6E-1B-60-07-;;B0-08-75-C7-73-E0;KTIRIO_A_R0-AP_0.8;EDUROAM;0;1;1;1;;ht20;9;support;96;96;eduroam;B0-08-75-C7-73-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;1062235;FE80::6C1B:60FF:FE07:F024?2001:648:2D00:3021:6C1B:60FF:FE07:F024?2001:648:2D00:3021:E4C3:4DEF:6914:1C47;106221;1708082993;1708082993;2558;2558;;6688;1984569;4240;8083;6980901;9128;0;0;0;-63;0;3200;-6300;23;23;2;0;77;21;375;14;0;;1708090193;1708090193;1708090193;1708090193;1708090193;1708090195;;;;;1708090193;0;0;0;;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.10E+12
